input,responses,tag
Can you bring some laughter into the room with a joke?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you bring some laughter into the room with a joke?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
Can you bring some laughter into the room with a joke?,What do you call a bear with no ears? B!,telljokes
Can you bring some laughter into the room with a joke?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Can you bring some laughter into the room with a joke?,What do you call a fake noodle? An impasta!,telljokes
Can you bring some laughter into the room with a joke?,Why don't scientists trust atoms? Because they make up everything!,telljokes
Can you bring some laughter into the room with a joke?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you bring some laughter into the room with a joke?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
Can you bring some laughter into the room with a joke?,What did the buffalo say to his son when he left for college? Bison!,telljokes
Can you bring some laughter into the room with a joke?,Why don't eggs tell jokes? Because they might crack up!,telljokes
Can you bring some laughter into the room with a joke?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Can you bring some laughter into the room with a joke?,Why don't skeletons fight each other? They don't have the guts!,telljokes
Can you bring some laughter into the room with a joke?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
Can you bring some laughter into the room with a joke?,What do you call a bear with no teeth? A gummy bear!,telljokes
Can you bring some laughter into the room with a joke?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
Can you bring some laughter into the room with a joke?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
Can you bring some laughter into the room with a joke?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
Can you bring some laughter into the room with a joke?,Why don't melons get married? Because they can't elope!,telljokes
Can you bring some laughter into the room with a joke?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
Can you bring some laughter into the room with a joke?,Why did the bicycle fall over? Because it was two-tired!,telljokes
Can you bring some laughter into the room with a joke?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
Can you bring some laughter into the room with a joke?,How do you organize a space party? You planet!,telljokes
I'm looking for a good joke. Any recommendations?,"Why don't scientists trust atoms,Because they make up everything!",telljokes
I'm looking for a good joke. Any recommendations?,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
I'm looking for a good joke. Any recommendations?,"I used to play piano by ear, but now I use my hands.",telljokes
I'm looking for a good joke. Any recommendations?,What's the best time to go to the dentist? Tooth-hurty!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm looking for a good joke. Any recommendations?,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't eggs tell jokes? Because they might crack up!,telljokes
I'm looking for a good joke. Any recommendations?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm looking for a good joke. Any recommendations?,What do you call a bear with no teeth? A gummy bear!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
I'm looking for a good joke. Any recommendations?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm looking for a good joke. Any recommendations?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
I'm looking for a good joke. Any recommendations?,Why don't melons get married? Because they can't elope!,telljokes
I'm looking for a good joke. Any recommendations?,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
I'm looking for a good joke. Any recommendations?,Why did the bicycle fall over? Because it was two-tired!,telljokes
I'm looking for a good joke. Any recommendations?,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
I'm looking for a good joke. Any recommendations?,How do you organize a space party? You planet!,telljokes
I'm looking for a good joke. Any recommendations?,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
I'm looking for a good joke. Any recommendations?,What do you call fake spaghetti? An impasta!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm looking for a good joke. Any recommendations?,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
I'm looking for a good joke. Any recommendations?,What do you call a bear with no ears? B!,telljokes
I'm looking for a good joke. Any recommendations?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm looking for a good joke. Any recommendations?,What do you call a fake noodle? An impasta!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't scientists trust atoms? Because they make up everything!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm looking for a good joke. Any recommendations?,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
I'm looking for a good joke. Any recommendations?,What did the buffalo say to his son when he left for college? Bison!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't eggs tell jokes? Because they might crack up!,telljokes
I'm looking for a good joke. Any recommendations?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm looking for a good joke. Any recommendations?,Why don't skeletons fight each other? They don't have the guts!,telljokes
I'm looking for a good joke. Any recommendations?,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
I'm looking for a good joke. Any recommendations?,What do you call a bear with no teeth? A gummy bear!,telljokes
I'm looking for a good joke. Any recommendations?,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
I'm looking for a good joke. Any recommendations?,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
I'm looking for a good joke. Any recommendations?,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
I'm looking for a good joke. Any recommendations?,Why don't melons get married? Because they can't elope!,telljokes
